NCCN_OriginalID,Gene,Variant,Organ_System,Gender,Modality,OriginalAction,GuidelineBody,GuidelineName,GuidelineVersion,GuidelineYear ,EntryDate,EntryBy,ModifiedDate,ModifiedBy,IsDeleted,DeleteDate,DeletedBy,,,,,,,,,,,,
101,BRCA2,,Breast,2,Imaging,"Age 25-29 years, annual breast MRI screening with contrast (or mammogram, only if MRI is unavailable) or individualized based on family history if a breast cancer diagnosis before age 30 is present. 
Age 30-75 years, annual mammogram and breast MRI screening with contrast. 
Age >75 years, management should be considered on an individual basis. 
For individuals with a BRCA pathogenic/likely pathogenic variant who are treated for breast cancer and have not had a bilateral mastectomy, screening with annual mammogram and breast MRI should continue as described above. 
The appropriateness of imaging modalities and scheduling is still under study. Lehman CD, et al. J Natl Cancer Inst 2016;108.
The criteria for high-quality breast MRI include a dedicated breast coil, the ability to perform biopsy under MRI guidance, radiologists experienced in breast MRI, and regional availability. Breast MRI is preferably performed on days 7-15 of a menstrual cycle for premenopausal patients. FDA identifies no harmful effects to date with brain retention of gadolinium-based contrast agents for MRIs; review to continue.  Breast MRI is preferred due to the theoretical risk of radiation exposure in pathogenic/likely pathogenic variant carriers. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
102,BRCA1,,Breast,2,Breast Self Examination,"Breast awareness starting at age 18 years. Females should be familiar with their breasts and promptly report changes to their health care provider. Periodic, consistent breast self exam (BSE) may facilitate breast self awareness. Premenopausal women may find BSE most informative when performed at the end of menses.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
103,BRCA2,,Breast,2,Breast Self Examination,"Breast awareness starting at age 18 years. Females should be familiar with their breasts and promptly report changes to their health care provider. Periodic, consistent breast self exam (BSE) may facilitate breast self awareness. Premenopausal women may find BSE most informative when performed at the end of menses.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
104,BRCA1,,Breast,2,Chemoprevention,"Consider risk reduction agents as options for breast, including discussion of risks and benefits.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
105,BRCA2,,Breast,2,Chemoprevention,"Consider risk reduction agents as options for breast, including discussion of risks and benefits.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
106,BRCA1,,Breast,2,Examination,"Clinical breast exam, every 6-12 months, starting at age 25 years. Randomized trials comparing clinical breast exam versus no screening have not been performed. Rationale for recommending clinical breast exam every 6-12 months is the concern for interval breast cancers.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
107,BRCA2,,Breast,2,Examination,"Clinical breast exam, every 6-12 months, starting at age 25 years. Randomized trials comparing clinical breast exam versus no screening have not been performed. Rationale for recommending clinical breast exam every 6-12 months is the concern for interval breast cancers.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
108,BRCA1,,Breast,2,Risk Reducing Mastectomy,"Discuss option of risk-reducing mastectomy. Counseling should include a discussion regarding degree of protection, reconstruction options, and risks. In addition, the family history and residual breast cancer risk with age and life expectancy should be considered during counseling. Address psychosocial and quality-of-life aspects of undergoing risk-reducing mastectomy.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
109,BRCA2,,Breast,2,Risk Reducing Mastectomy,"Discuss option of risk-reducing mastectomy. Counseling should include a discussion regarding degree of protection, reconstruction options, and risks. In addition, the family history and residual breast cancer risk with age and life expectancy should be considered during counseling. Address psychosocial and quality-of-life aspects of undergoing risk-reducing mastectomy.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
110,BRCA1,,Breast,1,Breast Self Examination,Breast self-exam training and education starting at age 35 years,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
111,BRCA2,,Breast,1,Breast Self Examination,Breast self-exam training and education starting at age 35 years,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
112,BRCA1,,Breast,1,Imaging,"Consider annual mammogram,  starting at age 50 or 10 years before the earliest known male breast cancer in the family (whichever comes first). 
There are only limited data to support screening for breast cancer in men. Gao Y, et al Radiology 2019;293:282-291.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,1/19/2023,Krista Ortega,,,,,,,,,,,,,,,,,
113,BRCA2,,Breast,1,Imaging,"Consider annual mammogram, especially for those with BRCA2 P/LP variants in whom the lifetime risk of breast cancer is up to 7%, starting at age 50 or 10 years before the earliest known male breast cancer in the family (whichever comes first). 
There are only limited data to support screening for breast cancer in men. Gao Y, et al Radiology 2019;293:282-291.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,1/19/2023,Krista Ortega,,,,,,,,,,,,,,,,,
116,BRCA1,,Pancreas,0,Imaging,"Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first- or second-degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant. Abe T, et al. J Clin Oncol 2019;37:1070-1080. 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. Consider screening using annual contrast-enhanced MRI/MRCP and/or EUS, with consideration of shorter screening intervals, based on clinical judgment, for individuals found to have worrisome abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
117,BRCA2,,Pancreas,0,Imaging,"Consider pancreatic cancer screening beginning at age 50 years (or 10 years younger than the earliest exocrine pancreatic cancer diagnosis in the family, whichever is earlier) for individuals with exocrine pancreatic cancer in >=1 first- or second-degree relatives from the same side of (or presumed to be from the same side of) the family as the identified pathogenic/likely pathogenic germline variant. Abe T, et al. J Clin Oncol 2019;37:1070-1080. 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. Consider screening using annual contrast-enhanced MRI/MRCP and/or EUS, with consideration of shorter screening intervals, based on clinical judgment, for individuals found to have worrisome abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
118,BRCA1,,Skin,0,Examination,"No specific screening guidelines exist for melanoma, but general melanoma risk management is appropriate, such as annual full-body skin examination and minimizing UV exposure.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
119,BRCA2,,Skin,0,Examination,"No specific screening guidelines exist for melanoma, but general melanoma risk management is appropriate, such as annual full-body skin examination and minimizing UV exposure.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
120,BRCA2,,Breast,1,Examination,"Clinical breast exam, every 12 months, starting at age 35 years.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
122,BRCA2,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Recommend RRSO, typically between 35 and 40 years, and upon completion of childbearing. Because ovarian cancer onset in patients with BRCA2 P/LP variants is an average of 8-10 years later than in patients with BRCA1 P/LP variants, it is reasonable to delay RRSO for management of ovarian cancer risk until age 40-45 years in patients with BRCA2 P/LP variants unless age at diagnosis in the family warrants earlier age for consideration of prophylactic surgery. 
Counseling includes a discussion of reproductive desires, extent of cancer risk, degree of protection for breast and ovarian cancer, management of menopausal symptoms, hormone replacement therapy, and related medical issues. Salpingectomy alone is not the standard of care for risk reduction, although clinical trials of interval salpingectomy and delayed oophorectomy are ongoing. The concern for risk-reducing salpingectomy alone is that women are still at risk for developing ovarian cancer. In addition, in premenopausal women, oophorectomy likely reduces the risk of developing breast cancer but the magnitude is uncertain and may be gene-specific.
Given the high rate of occult neoplasms, special attention should be given to sampling and pathologic review of the ovaries and fallopian tubes. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
123,BRCA2,,Reproductive,0,Family Planning,"For individuals of reproductive age, advise about options for prenatal diagnosis and assisted reproduction including pre-implantation genetic diagnosis. Discussion should include known risks, limitations, and benefits of these technologies. Fanconi anemia is characterized by developmental abnormalities in major organ systems, early-onset bone marrow failure, and a high predisposition to cancer. Bone marrow failure with pancytopenia often presents in the first decade of life. Biallelic pathogenic variants in BRCA2 are associated with early-onset acute leukemia and solid tumors with a cumulative probability of any malignancy of 97% by age 6 years.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
124,BRIP1,,Breast,2,Screening,Absolute risk: Insufficient data to define. Management: Insufficient data; managed based on family history.,NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
125,BRIP1,,Ovary,2,Risk Reducing Salpingo-Oophorectomy,"Recommend RRSO at age 45-50 y. Based on estimates from available studies, the lifetime risk of ovarian cancer in carriers of P/LP variants in BRIP1 appears to be sufficient to justify RRSO. The current evidence is insufficient to make a firm recommendation as to the optimal age for this procedure. Based on the current, limited evidence base, a discussion about surgery should be held around age 45-50 y or earlier based on a specific family history of an earlier onset of ovarian cancer. 
Risks and benefits of premature surgical menopause versus risk of cancer and family history should all be carefully considered, and the panel recommends patients seek expert care. ",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
126,BRIP1,,Reproductive,0,Family Planning,"Counsel for risk of autosomal recessive condition in offspring. Fanconi anemia is characterized by developmental abnormalities in major organ systems, early-onset bone marrow failure, and a high predisposition to cancer. Bone marrow failure with pancytopenia often presents in the first decade of life.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/17/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
127,CASR,,Pancreas,0,Imaging,"For individuals with pathogenic/likely pathogenic variants in PRSS1 or other hereditary pancreatitis genes AND a clinical phenotype consistent with hereditary pancreatitis: Consider pancreatic cancer screening 20 years after onset of pancreatitis, or at age 40 years, whichever is earlier. 
The panel recognizes that patients with hereditary pancreatitis (sometimes caused by pathogenic germline variants in PRSS1, SPINK1, and other genes) have increased lifetime risks of pancreatic cancer. The clinical significance of pathogenic germline variants in these genes is unclear, when such variants are identified in individuals lacking a clinical history of pancreatitis. As such, the panel recommends germline testing for PRSS1, SPINK1, and other pancreatitis genes in individuals with a personal and/or family history of exocrine pancreatic cancer only if there is a personal and/or family history suggestive of hereditary pancreatitis. 
For individuals considering pancreatic cancer screening, the panel recommends that screening be performed in experienced high-volume centers. The panel recommends that such screening only take place after an in-depth discussion about the potential limitations to screening, including cost, the high incidence of pancreatic abnormalities, and uncertainties about the potential benefits of pancreatic cancer screening. Consider screening using annual contrast-enhanced MRI/MRCP and/or EUS, with consideration of shorter screening intervals, based on clinical judgment, for individuals found to have worrisome abnormalities on screening. The panel emphasizes that most small cystic lesions found on screening will not warrant biopsy, surgical resection, or any other intervention. Abe T, et al. J Clin Oncol 2019;37:1070-1080.",NCCN,"Genetic/Familial High-Risk Assessment: Breast, Ovarian, and Pancreatic",1.2023,2022,10/19/2022,Brenna Bentley,,,,,,,,,,,,,,,,,
